# Q counts scale_i
# # counts ~ Poisson(I_sys*scale_i)
3.394628038416970355e-03 2.007910000000000000e+05 1.346997910945908643e+02
3.407069824309061964e-03 1.987230000000000000e+05 1.361594196957242957e+02
3.419557211084205822e-03 2.001610000000000000e+05 1.376383897437198982e+02
3.432090365876010532e-03 1.999680000000000000e+05 1.391361282365066643e+02
3.444669456430642877e-03 2.003050000000000000e+05 1.406514650573940628e+02
3.457294651109095972e-03 1.994430000000000000e+05 1.421826719069963474e+02
3.469966118889416650e-03 2.000680000000000000e+05 1.437275397447306773e+02
3.482684029368989659e-03 2.003430000000000000e+05 1.452834929595020412e+02
3.495448552766794101e-03 2.003550000000000000e+05 1.468477360558270561e+02
3.508259859925686331e-03 1.996500000000000000e+05 1.484174260857056424e+02
3.521118122314684153e-03 1.994280000000000000e+05 1.499898615460541293e+02
3.534023512031268799e-03 2.004850000000000000e+05 1.515626762258542044e+02
3.546976201803670424e-03 1.992580000000000000e+05 1.531340247975610112e+02
3.559976364993207385e-03 2.003990000000000000e+05 1.547027460822575335e+02
3.573024175596577375e-03 1.998180000000000000e+05 1.562684901172137586e+02
3.586119808248209705e-03 1.998980000000000000e+05 1.578317965704376604e+02
3.599263438222591576e-03 2.009230000000000000e+05 1.593941147039682562e+02
3.612455241436613850e-03 1.993630000000000000e+05 1.609577588610491148e+02
3.625695394451928979e-03 2.001400000000000000e+05 1.625257980709417893e+02
3.638984074477314996e-03 1.997400000000000000e+05 1.641018834430957440e+02
3.652321459371034307e-03 2.003880000000000000e+05 1.656900221102345938e+02
3.665707727643239752e-03 1.996670000000000000e+05 1.672943111252563426e+02
3.679143058458332963e-03 1.999010000000000000e+05 1.689186485197688796e+02
3.692627631637390804e-03 1.998300000000000000e+05 1.705664413836270796e+02
3.706161627660554091e-03 1.999750000000000000e+05 1.722403321220481303e+02
3.719745227669450129e-03 2.002680000000000000e+05 1.739419638867916547e+02
3.733378613469614388e-03 2.003760000000000000e+05 1.756718045382508535e+02
3.747061967532929524e-03 1.988160000000000000e+05 1.774290454155380132e+02
3.760795473000051823e-03 1.994340000000000000e+05 1.792115867650303471e+02
3.774579313682887953e-03 2.009620000000000000e+05 1.810161160622657803e+02
3.788413674067026178e-03 2.000670000000000000e+05 1.828382789068064653e+02
3.802298739314232193e-03 1.998040000000000000e+05 1.846729350481895437e+02
3.816234695264911127e-03 2.003680000000000000e+05 1.865144849308503012e+02
3.830221728440599046e-03 2.002460000000000000e+05 1.883572455776273671e+02
3.844260026046459645e-03 2.003470000000000000e+05 1.901958493920229216e+02
3.858349775973789631e-03 2.004100000000000000e+05 1.920256362498046485e+02
3.872491166802537101e-03 2.000870000000000000e+05 1.938430086128392134e+02
3.886684387803811258e-03 1.996520000000000000e+05 1.956457215843540496e+02
3.900929628942441559e-03 2.004710000000000000e+05 1.974330847062119858e+02
3.915227080879488293e-03 2.000260000000000000e+05 1.992060593489982523e+02
3.929576934974825589e-03 2.002610000000000000e+05 2.009672439147077228e+02
3.943979383289680611e-03 1.999110000000000000e+05 2.027207477385896368e+02
3.958434618589214832e-03 1.998780000000000000e+05 2.044719625460189150e+02
3.972942834345100094e-03 2.001670000000000000e+05 2.062272468119659266e+02
3.987504224738112890e-03 1.987310000000000000e+05 2.079935429538037681e+02
4.002118984660716500e-03 1.998430000000000000e+05 2.097779499269787493e+02
4.016787309719700369e-03 1.999780000000000000e+05 2.115872747982707267e+02
4.031509396238760513e-03 1.995310000000000000e+05 2.134275867747532232e+02
4.046285441261163185e-03 2.000770000000000000e+05 2.153037965527320239e+02
4.061115642552359101e-03 1.991730000000000000e+05 2.172192831858066597e+02
4.076000198602636702e-03 1.998010000000000000e+05 2.191755901630849621e+02
4.090939308629779753e-03 1.998780000000000000e+05 2.211722119069143559e+02
4.105933172581738809e-03 2.008010000000000000e+05 2.232064909680735241e+02
4.120981991139285351e-03 1.998940000000000000e+05 2.252736440669076501e+02
4.136085965718735297e-03 1.998300000000000000e+05 2.273669309350726451e+02
4.151245298474602261e-03 1.995100000000000000e+05 2.294779728927940994e+02
4.166460192302339285e-03 1.997470000000000000e+05 2.315972178598253208e+02
4.181730850841035470e-03 1.994270000000000000e+05 2.337145352838963390e+02
4.197057478476144687e-03 1.990870000000000000e+05 2.358199093335496741e+02
4.212440280342222981e-03 2.000720000000000000e+05 2.379041835408926318e+02
4.227879462325677233e-03 2.003780000000000000e+05 2.399597974372461238e+02
4.243375231067503424e-03 1.998040000000000000e+05 2.419814483453219793e+02
4.258927793966083009e-03 2.005020000000000000e+05 2.439666116921066816e+02
4.274537359179924646e-03 2.002730000000000000e+05 2.459158622109425210e+02
4.290204135630479657e-03 1.997790000000000000e+05 2.478329558455741903e+02
4.305928333004921046e-03 2.003140000000000000e+05 2.497246559679431357e+02
4.321710161758955497e-03 1.997060000000000000e+05 2.516003141937883072e+02
4.337549833119637953e-03 2.001760000000000000e+05 2.534712414733667458e+02
4.353447559088200955e-03 1.998820000000000000e+05 2.553499253527159283e+02
4.369403552442895251e-03 1.996070000000000000e+05 2.572491615565328402e+02
4.385418026741819998e-03 2.004250000000000000e+05 2.591811711969138514e+02
4.401491196325814544e-03 1.996150000000000000e+05 2.611567695726606644e+02
4.417623276321286027e-03 1.998990000000000000e+05 2.631846407447307570e+02
4.433814482643125450e-03 2.002500000000000000e+05 2.652707567750018143e+02
4.450065031997577775e-03 1.997580000000000000e+05 2.674179648160151146e+02
4.466375141885144985e-03 2.000780000000000000e+05 2.696257518420944734e+02
4.482745030603500422e-03 2.000070000000000000e+05 2.718901875342860990e+02
4.499174917250413526e-03 2.005280000000000000e+05 2.742040413069508986e+02
4.515665021726662440e-03 1.997480000000000000e+05 2.765570690294159704e+02
4.532215564739011660e-03 1.999260000000000000e+05 2.789364667764745036e+02
4.548826767803128973e-03 1.998330000000000000e+05 2.813274901634084131e+02
4.565498853246579593e-03 2.003590000000000000e+05 2.837142353824283418e+02
4.582232044211789063e-03 1.990610000000000000e+05 2.860805693272157555e+02
4.599026564659028718e-03 2.002290000000000000e+05 2.884111799315336953e+02
4.615882639369415022e-03 1.994060000000000000e+05 2.906926950236228890e+02
4.632800493947926250e-03 2.000080000000000000e+05 2.929147921881162233e+02
4.649780354826397490e-03 1.996820000000000000e+05 2.950711992160768204e+02
4.666822449266587632e-03 1.996850000000000000e+05 2.971604717446091968e+02
4.683927005363183911e-03 2.004810000000000000e+05 2.991864379519244608e+02
4.701094252046886246e-03 1.999890000000000000e+05 3.011582231783898465e+02
4.718324419087451677e-03 2.010240000000000000e+05 3.030898091752911228e+02
4.735617737096776102e-03 1.999320000000000000e+05 3.049991376035482062e+02
4.752974437531981219e-03 2.005070000000000000e+05 3.069068259319363960e+02
4.770394752698514478e-03 1.994630000000000000e+05 3.088346150962226488e+02
4.787878915753242953e-03 1.990640000000000000e+05 3.108037025788614756e+02
4.805427160707602743e-03 1.997080000000000000e+05 3.128331259696934694e+02
4.823039722430697181e-03 2.005160000000000000e+05 3.149383493472538476e+02
4.840716836652472245e-03 2.005560000000000000e+05 3.171301713643074436e+02
4.858458739966851209e-03 1.996160000000000000e+05 3.194140266182411665e+02
4.876265669834908313e-03 1.999030000000000000e+05 3.217896995957909212e+02
4.894137864588044180e-03 1.994340000000000000e+05 3.242514224948245101e+02
4.912075563431182908e-03 2.003850000000000000e+05 3.267882928632873245e+02
4.930079006445955286e-03 2.000320000000000000e+05 3.293849302562436492e+02
4.948148434593940999e-03 2.002700000000000000e+05 3.320222953435284694e+02
4.966284089719861378e-03 2.000760000000000000e+05 3.346786176831753323e+02
4.984486214554843288e-03 1.993050000000000000e+05 3.373304121122202446e+02
5.002755052719656120e-03 1.998450000000000000e+05 3.399535964990057550e+02
5.021090848727970471e-03 1.999450000000000000e+05 3.425247417641681409e+02
5.039493847989635900e-03 2.003730000000000000e+05 3.450224770697148529e+02
5.057964296813961293e-03 2.002870000000000000e+05 3.474290339391506564e+02
5.076502442413020379e-03 1.998980000000000000e+05 3.497318478886676303e+02
5.095108532904936427e-03 2.004810000000000000e+05 3.519250608679044490e+02
5.113782817317244142e-03 1.996130000000000000e+05 3.540107062744290829e+02
5.132525545590174362e-03 1.998370000000000000e+05 3.559993355565359821e+02
5.151336968580041108e-03 2.004060000000000000e+05 3.579098789809262371e+02
5.170217338062577453e-03 1.999700000000000000e+05 3.597686255068426249e+02
5.189166906736308697e-03 1.990110000000000000e+05 3.616073423838815302e+02
5.208185928225935943e-03 1.991510000000000000e+05 3.634607040692290525e+02
5.227274657085733550e-03 2.002530000000000000e+05 3.653633267192976177e+02
5.246433348802941390e-03 1.988320000000000000e+05 3.673467783914690585e+02
5.265662259801211741e-03 2.000860000000000000e+05 3.694369392877088671e+02
5.284961647444008474e-03 2.003650000000000000e+05 3.716520208481658187e+02
5.304331770038081713e-03 2.001690000000000000e+05 3.740014323844947626e+02
5.323772886836907782e-03 1.993570000000000000e+05 3.764855348477007055e+02
5.343285258044162996e-03 2.000060000000000000e+05 3.790961740185667850e+02
5.362869144817206980e-03 2.003200000000000000e+05 3.818177707610897187e+02
5.382524809270580746e-03 2.002110000000000000e+05 3.846286898359659290e+02
5.402252514479498682e-03 1.999360000000000000e+05 3.875026261457737746e+02
5.422052524483402143e-03 2.000130000000000000e+05 3.904098365414822638e+02
5.441925104289453176e-03 1.996640000000000000e+05 3.933181846687238021e+02
5.461870519876116728e-03 2.000130000000000000e+05 3.961941155376145502e+02
5.481889038196703819e-03 2.003830000000000000e+05 3.990037854646151914e+02
5.501980927182942467e-03 1.994150000000000000e+05 4.017145961951433151e+02
5.522146455748572040e-03 1.991030000000000000e+05 4.042972947497057135e+02
5.542385893792940200e-03 1.991780000000000000e+05 4.067286121308440556e+02
5.562699512204599857e-03 2.000330000000000000e+05 4.089941716283912001e+02
5.583087582864967695e-03 1.994050000000000000e+05 4.110911770109964891e+02
5.603550378651924596e-03 1.996950000000000000e+05 4.130302747736097899e+02
5.624088173443500191e-03 2.009400000000000000e+05 4.148360315296081922e+02
5.644701242121522716e-03 1.996500000000000000e+05 4.165456862921274137e+02
5.665389860575299232e-03 2.002760000000000000e+05 4.182061771928001690e+02
5.686154305705310580e-03 2.008720000000000000e+05 4.198698082155260067e+02
5.706994855426915023e-03 2.002490000000000000e+05 4.215892086808329964e+02
5.727911788674076160e-03 1.997710000000000000e+05 4.234123687782264369e+02
5.748905385403073505e-03 1.993750000000000000e+05 4.253784817996806851e+02
5.769975926596285914e-03 2.000760000000000000e+05 4.275151141746325720e+02
5.791123694265909970e-03 2.000610000000000000e+05 4.298369212777051303e+02
5.812348971457774634e-03 1.994080000000000000e+05 4.323458083343540466e+02
5.833652042255104732e-03 1.992660000000000000e+05 4.350321751253204070e+02
5.855033191782329539e-03 2.002840000000000000e+05 4.378767364400887345e+02
5.876492706208899172e-03 1.996930000000000000e+05 4.408524066486119182e+02
5.898030872753120928e-03 2.000560000000000000e+05 4.439258728247204999e+02
5.919647979685980881e-03 1.999870000000000000e+05 4.470587180864927745e+02
5.941344316335039205e-03 2.001580000000000000e+05 4.502082274161761006e+02
5.963120173088260444e-03 2.001850000000000000e+05 4.533282303398434010e+02
5.984975841397940054e-03 2.003660000000000000e+05 4.563704348806487019e+02
6.006911613784578045e-03 1.999840000000000000e+05 4.592866424716405049e+02
6.028927783840806395e-03 2.001740000000000000e+05 4.620320079563225022e+02
6.051024646235312124e-03 2.005890000000000000e+05 4.645691762893583814e+02
6.073202496716791597e-03 2.001030000000000000e+05 4.668727806177148523e+02
6.095461632117884013e-03 1.995750000000000000e+05 4.689335314622213673e+02
6.117802350359184682e-03 2.003590000000000000e+05 4.707610508773707352e+02
6.140224950453185455e-03 1.999970000000000000e+05 4.723847456424833808e+02
6.162729732508318362e-03 1.998980000000000000e+05 4.738523405940379689e+02
6.185316997732950677e-03 2.001440000000000000e+05 4.752261206857622824e+02
6.207987048439418155e-03 2.000490000000000000e+05 4.765773458770818820e+02
6.230740188048075612e-03 1.996210000000000000e+05 4.779796081399321679e+02
6.253576721091359640e-03 1.999090000000000000e+05 4.795020399413183441e+02
6.276496953217843532e-03 1.996720000000000000e+05 4.812032542347344588e+02
6.299501191196371121e-03 2.003670000000000000e+05 4.831267293554258799e+02
6.322589742920109099e-03 2.002150000000000000e+05 4.852980938915204661e+02
6.345762917410717290e-03 2.001790000000000000e+05 4.877244589622507078e+02
6.369021024822455607e-03 2.004910000000000000e+05 4.903956245867077541e+02
6.392364376446342186e-03 1.999860000000000000e+05 4.932866917159353761e+02
6.415793284714321927e-03 2.005160000000000000e+05 4.963613931435439213e+02
6.439308063203449777e-03 1.996920000000000000e+05 4.995753770005243837e+02
6.462909026640067944e-03 2.001050000000000000e+05 5.028787896249724554e+02
6.486596490904052506e-03 1.995970000000000000e+05 5.062178232126182706e+02
6.510370773033025311e-03 1.996340000000000000e+05 5.095353606945316187e+02
6.534232191226572832e-03 1.998020000000000000e+05 5.127713328448510310e+02
6.558181064850549143e-03 1.996590000000000000e+05 5.158637218519420458e+02
6.582217714441321657e-03 1.998440000000000000e+05 5.187511380678430442e+02
6.606342461710069773e-03 1.997950000000000000e+05 5.213774873678588619e+02
6.630555629547086119e-03 1.995070000000000000e+05 5.236985049996462749e+02
6.654857542026109893e-03 1.999180000000000000e+05 5.256890817337987301e+02
6.679248524408637651e-03 2.000730000000000000e+05 5.273496697466159731e+02
6.703728903148318229e-03 1.998210000000000000e+05 5.287099231547164209e+02
6.728299005895273070e-03 2.002110000000000000e+05 5.298282261348421116e+02
6.752959161500527580e-03 1.993460000000000000e+05 5.307867585474585894e+02
6.777709700020386092e-03 2.003890000000000000e+05 5.316828939526982367e+02
6.802550952720852820e-03 2.007890000000000000e+05 5.326186045300793239e+02
6.827483252082071873e-03 1.992000000000000000e+05 5.336898772630653411e+02
6.852506931802776827e-03 1.995810000000000000e+05 5.349778844180035549e+02
6.877622326804735085e-03 2.005610000000000000e+05 5.365429824507922376e+02
6.902829773237276374e-03 2.000080000000000000e+05 5.384218277714032865e+02
6.928129608481737103e-03 1.994200000000000000e+05 5.406272555338056236e+02
6.953522171156023557e-03 2.004790000000000000e+05 5.431502079501080971e+02
6.979007801119116970e-03 1.992030000000000000e+05 5.459629197641321525e+02
7.004586839475629781e-03 1.998700000000000000e+05 5.490226675870929967e+02
7.030259628580370554e-03 1.998500000000000000e+05 5.522755362693844745e+02
7.056026512042934060e-03 2.002550000000000000e+05 5.556597669514568452e+02
7.081887834732267933e-03 1.996150000000000000e+05 5.591083384715301463e+02
7.107843942781343419e-03 1.996560000000000000e+05 5.625505871728572629e+02
7.133895183591728965e-03 1.990770000000000000e+05 5.659129870165915008e+02
7.160041905838289596e-03 1.991180000000000000e+05 5.691196939297744848e+02
7.186284459473822953e-03 1.998270000000000000e+05 5.720939438381836908e+02
7.212623195733756931e-03 2.004060000000000000e+05 5.747615845772197645e+02
7.239058467140842106e-03 2.009230000000000000e+05 5.770576226938632090e+02
7.265590627509884054e-03 1.996420000000000000e+05 5.789355890453006168e+02
7.292220031952447064e-03 1.998780000000000000e+05 5.803780492395133024e+02
7.318947036881655842e-03 1.998280000000000000e+05 5.814053319458727174e+02
7.345772000016911364e-03 1.999930000000000000e+05 5.820792360989390772e+02
7.372695280388729018e-03 1.998490000000000000e+05 5.824995011837852417e+02
7.399717238343512561e-03 2.004420000000000000e+05 5.827929373006525111e+02
7.426838235548386194e-03 2.006230000000000000e+05 5.830974649163066488e+02
7.454058634996033571e-03 1.988540000000000000e+05 5.835448845548382906e+02
7.481378801009558495e-03 2.001600000000000000e+05 5.842463363218907944e+02
7.508799099247367298e-03 2.002520000000000000e+05 5.852831567209185550e+02
7.536319896708032137e-03 1.996320000000000000e+05 5.867038329381704216e+02
7.563941561735257509e-03 2.003890000000000000e+05 5.885258669059244312e+02
7.591664464022747014e-03 2.008130000000000000e+05 5.907403051250580575e+02
7.619488974619206302e-03 1.995180000000000000e+05 5.933167426693451034e+02
7.647415465933281829e-03 2.008560000000000000e+05 5.962075322288874304e+02
7.675444311738544717e-03 1.995010000000000000e+05 5.993510976261088672e+02
7.703575887178503237e-03 2.002140000000000000e+05 6.026749744160160844e+02
7.731810568771623968e-03 2.007090000000000000e+05 6.060991024775488540e+02
7.760148734416343411e-03 1.998520000000000000e+05 6.095391630366538038e+02
7.788590763396181088e-03 1.996170000000000000e+05 6.129090595145277121e+02
7.817137036384749424e-03 1.994340000000000000e+05 6.161217362594575206e+02
7.845787935450909342e-03 2.004790000000000000e+05 6.190886831253859555e+02
7.874543844063847803e-03 2.005600000000000000e+05 6.217201481910817620e+02
7.903405147098221256e-03 1.997720000000000000e+05 6.239291022336384458e+02
7.932372230839304303e-03 1.996600000000000000e+05 6.256412436109280861e+02
7.961445482988169578e-03 2.001070000000000000e+05 6.268105676044589245e+02
7.990625292666843349e-03 2.009360000000000000e+05 6.274363585529125658e+02
8.019912050423573871e-03 1.995330000000000000e+05 6.275749741528339882e+02
8.049306148237986985e-03 2.006540000000000000e+05 6.273403306521394143e+02
8.078807979526394373e-03 2.009880000000000000e+05 6.268908340245133104e+02
8.108417939147027215e-03 2.006270000000000000e+05 6.264058618069334443e+02
8.138136423405321895e-03 1.998130000000000000e+05 6.260589634523827272e+02
8.167963830059236929e-03 2.000970000000000000e+05 6.259956466833734794e+02
8.197900558324571624e-03 2.001240000000000000e+05 6.263208593969459343e+02
8.227947008880284741e-03 1.997890000000000000e+05 6.270967812655890157e+02
8.258103583873913772e-03 2.000740000000000000e+05 6.283476691969127614e+02
8.288370686926884931e-03 1.996920000000000000e+05 6.300669815385931543e+02
8.318748723139986201e-03 1.991460000000000000e+05 6.322231649695298756e+02
8.349238099098738042e-03 2.003040000000000000e+05 6.347632233580897037e+02
8.379839222878864707e-03 2.002130000000000000e+05 6.376156307459719983e+02
8.410552504051734338e-03 2.006220000000000000e+05 6.406947473488160085e+02
8.441378353689870176e-03 2.004770000000000000e+05 6.439073566153531374e+02
8.472317184372399335e-03 2.007370000000000000e+05 6.471594620453995503e+02
8.503369410190638605e-03 1.998820000000000000e+05 6.503600395857403100e+02
8.534535446753607410e-03 2.008120000000000000e+05 6.534194756912962703e+02
8.565815711193565038e-03 1.998840000000000000e+05 6.562437402534924331e+02
8.597210622171643293e-03 1.997750000000000000e+05 6.587290396111501423e+02
8.628720599883414957e-03 2.003980000000000000e+05 6.607632528679630468e+02
8.660346066064533374e-03 2.000000000000000000e+05 6.622383653010425633e+02
8.692087443996368568e-03 2.004450000000000000e+05 6.630729435362198956e+02
8.723945158511683257e-03 1.993520000000000000e+05 6.632379644541275638e+02
8.755919636000289788e-03 2.006300000000000000e+05 6.627761702588733215e+02
8.788011304414809419e-03 1.997960000000000000e+05 6.618065261457005590e+02
8.820220593276336188e-03 1.997170000000000000e+05 6.605107626893704946e+02
8.852547933680246506e-03 1.996730000000000000e+05 6.591056339230322010e+02
8.884993758301930680e-03 1.998760000000000000e+05 6.578092082565112833e+02
8.917558501402597301e-03 2.002090000000000000e+05 6.568104844988289415e+02
8.950242598835077626e-03 2.007220000000000000e+05 6.562492137524328655e+02
8.983046488049682005e-03 1.995500000000000000e+05 6.562086145648668207e+02
9.015970608100000797e-03 1.997620000000000000e+05 6.567194278819567899e+02
9.049015399648861410e-03 1.987130000000000000e+05 6.577707484307062487e+02
9.082181304974139627e-03 2.001870000000000000e+05 6.593220820504448056e+02
9.115468767974753070e-03 2.000630000000000000e+05 6.613123821979138484e+02
9.148878234176557531e-03 2.001080000000000000e+05 6.636648522492963593e+02
9.182410150738328294e-03 1.995420000000000000e+05 6.662894967553392007e+02
9.216064966457736263e-03 2.004280000000000000e+05 6.690867469544084543e+02
9.249843131777367444e-03 2.002400000000000000e+05 6.719538195461404939e+02
9.283745098790719893e-03 2.006080000000000000e+05 6.747917270852981346e+02
9.317771321248308203e-03 1.988240000000000000e+05 6.775079980589088109e+02
9.351922254563672585e-03 1.998720000000000000e+05 6.800112842145538252e+02
9.386198355819535405e-03 1.995240000000000000e+05 6.821996877081555795e+02
9.420600083773879654e-03 2.001200000000000000e+05 6.839515344407167277e+02
9.455127898866103747e-03 2.005730000000000000e+05 6.851299907171352288e+02
9.489782263223176320e-03 2.006000000000000000e+05 6.856077030714347984e+02
9.524563640665837869e-03 2.009780000000000000e+05 6.853061180179780649e+02
9.559472496714771159e-03 2.006440000000000000e+05 6.842332164249271500e+02
9.594509298596889599e-03 2.000810000000000000e+05 6.825010305968468174e+02
9.629674515251523265e-03 2.002140000000000000e+05 6.803132076591970190e+02
9.664968617336757578e-03 2.003250000000000000e+05 6.779275082140420636e+02
9.700392077235700863e-03 2.007350000000000000e+05 6.756087672461936791e+02
9.735945369062805679e-03 1.999880000000000000e+05 6.735885339298503141e+02
9.771628968670223112e-03 2.006330000000000000e+05 6.720402968966257049e+02
9.807443353654167473e-03 2.000930000000000000e+05 6.710706448403014974e+02
9.843389003361320902e-03 2.002530000000000000e+05 6.707221739718436311e+02
9.879466398895208473e-03 2.005600000000000000e+05 6.709837778212643116e+02
9.915676023122705143e-03 1.994330000000000000e+05 6.718050613179852917e+02
9.952018360680423004e-03 1.997070000000000000e+05 6.731115088987857007e+02
9.988493897981261596e-03 1.998110000000000000e+05 6.748163318889907032e+02
1.002510312322088537e-02 2.000740000000000000e+05 6.768261906155091765e+02
1.006184652638426706e-02 2.000860000000000000e+05 6.790420738178194142e+02
1.009872459925222586e-02 2.007090000000000000e+05 6.813604721249751037e+02
1.013573783540805233e-02 2.004860000000000000e+05 6.836790166349686615e+02
1.017288673024406218e-02 1.995540000000000000e+05 6.859041639134252364e+02
1.021017178096827668e-02 1.997900000000000000e+05 6.879520167496619933e+02
1.024759348661103200e-02 2.003710000000000000e+05 6.897351348780548506e+02
1.028515234803170295e-02 2.002190000000000000e+05 6.911402665240844954e+02
1.032284886792536084e-02 2.003510000000000000e+05 6.920156725560586892e+02
1.036068355082954764e-02 1.997120000000000000e+05 6.921884448564421746e+02
1.039865690313098411e-02 2.000130000000000000e+05 6.915157161791303224e+02
1.043676943307238723e-02 1.997030000000000000e+05 6.899483948048896309e+02
1.047502165075923919e-02 2.003080000000000000e+05 6.875721435814581355e+02
1.051341406816664638e-02 2.005950000000000000e+05 6.846013805192503696e+02
1.055194719914615518e-02 2.000380000000000000e+05 6.813306666736137913e+02
1.059062155943267351e-02 1.999090000000000000e+05 6.780707048557798089e+02
1.062943766665132468e-02 1.997080000000000000e+05 6.750966091443526693e+02
1.066839604032442448e-02 1.998030000000000000e+05 6.726190835283620117e+02
1.070749720187838712e-02 2.005140000000000000e+05 6.707731654042265745e+02
1.074674167465075256e-02 2.004970000000000000e+05 6.696165570167497663e+02
1.078612998389714105e-02 1.990750000000000000e+05 6.691364773022650070e+02
1.082566265679832905e-02 1.998600000000000000e+05 6.692678058906652723e+02
1.086534022246726447e-02 1.995240000000000000e+05 6.699194592518163063e+02
1.090516321195618941e-02 1.998150000000000000e+05 6.709970088883400194e+02
1.094513215826370400e-02 2.010530000000000000e+05 6.724098114704305544e+02
1.098524759634194811e-02 1.999700000000000000e+05 6.740637322631805546e+02
1.102551006310370854e-02 1.992960000000000000e+05 6.758543368571512246e+02
1.106592009742965801e-02 2.005330000000000000e+05 6.776746303461629850e+02
1.110647824017551785e-02 2.005900000000000000e+05 6.794340639790538035e+02
1.114718503417934034e-02 2.002760000000000000e+05 6.810681060984342139e+02
1.118804102426875467e-02 2.008040000000000000e+05 6.825199655724391050e+02
1.122904675726823891e-02 2.009970000000000000e+05 6.836999598745035200e+02
1.127020278200648734e-02 1.993160000000000000e+05 6.844532122152909324e+02
1.131150964932370155e-02 1.995350000000000000e+05 6.845690079901669378e+02
1.135296791207901154e-02 1.994080000000000000e+05 6.838403043372927641e+02
1.139457812515783444e-02 2.001420000000000000e+05 6.821476442462512750e+02
1.143634084547933902e-02 2.000850000000000000e+05 6.795236270540300438e+02
1.147825663200385989e-02 1.994660000000000000e+05 6.761647370873752152e+02
1.152032604574042100e-02 1.999440000000000000e+05 6.723873573401060639e+02
1.156254964975420192e-02 2.000930000000000000e+05 6.685523049056002947e+02
1.160492800917411332e-02 1.994620000000000000e+05 6.649912287411013949e+02
1.164746169120032225e-02 2.000190000000000000e+05 6.619582765631511165e+02
1.169015126511188836e-02 2.000300000000000000e+05 6.596122533550436629e+02
1.173299730227433252e-02 2.001810000000000000e+05 6.580204374855070455e+02
1.177600037614733551e-02 1.993700000000000000e+05 6.571724228837365445e+02
1.181916106229236041e-02 1.996520000000000000e+05 6.569988757895969229e+02
1.186247993838041200e-02 1.990500000000000000e+05 6.573960340692700584e+02
1.190595758419971291e-02 1.999910000000000000e+05 6.582533944263332160e+02
1.194959458166351858e-02 2.009930000000000000e+05 6.594729822022335384e+02
1.199339151481784715e-02 2.004700000000000000e+05 6.609686428426256271e+02
1.203734896984935687e-02 1.997700000000000000e+05 6.626504637891074481e+02
1.208146753509313498e-02 2.009320000000000000e+05 6.644175404488418053e+02
1.212574780104062368e-02 1.998590000000000000e+05 6.661763903873854815e+02
1.217019036034747669e-02 2.006230000000000000e+05 6.678699458531318669e+02
1.221479580784153376e-02 1.998650000000000000e+05 6.694769374749940880e+02
1.225956474053074147e-02 1.999660000000000000e+05 6.709601681279016248e+02
1.230449775761118490e-02 2.000780000000000000e+05 6.721956903070009730e+02
1.234959546047506573e-02 1.997640000000000000e+05 6.729488199807640285e+02
1.239485845271879119e-02 2.003520000000000000e+05 6.729357996860156845e+02
1.244028734015101452e-02 1.997270000000000000e+05 6.719423830334526428e+02
1.248588273080078297e-02 1.995550000000000000e+05 6.699263129264301142e+02
1.253164523492563374e-02 2.001530000000000000e+05 6.670485767479217429e+02
1.257757546501980621e-02 2.002970000000000000e+05 6.636318868364731998e+02
1.262367403582238985e-02 2.010930000000000000e+05 6.600794795121428251e+02
1.266994156432560241e-02 2.003330000000000000e+05 6.567869128063586004e+02
1.271637866978302112e-02 1.996530000000000000e+05 6.540694843822267330e+02
1.276298597371785387e-02 2.004820000000000000e+05 6.521234913900258334e+02
1.280976409993130408e-02 1.998560000000000000e+05 6.510284434298723681e+02
1.285671367451087302e-02 2.001590000000000000e+05 6.507750204192672072e+02
1.290383532583877849e-02 2.004940000000000000e+05 6.512928750215846776e+02
1.295112968460032481e-02 2.007640000000000000e+05 6.524698434377129388e+02
1.299859738379239259e-02 2.009260000000000000e+05 6.541761586775417072e+02
1.304623905873185559e-02 1.999720000000000000e+05 6.562981323246541479e+02
1.309405534706414159e-02 2.001170000000000000e+05 6.587561069382534242e+02
1.314204688877171172e-02 2.006240000000000000e+05 6.614835483940551057e+02
1.319021432618267507e-02 1.995590000000000000e+05 6.643921037371005696e+02
1.323855830397934093e-02 1.999690000000000000e+05 6.673779774825350160e+02
1.328707946920689234e-02 2.000830000000000000e+05 6.703785298786925750e+02
1.333577847128199732e-02 1.997140000000000000e+05 6.734089021113456965e+02
1.338465596200155705e-02 1.991970000000000000e+05 6.765060989376682983e+02
1.343371259555136733e-02 2.009360000000000000e+05 6.796063725065484959e+02
1.348294902851493796e-02 2.001200000000000000e+05 6.824690732113623426e+02
1.353236591988221660e-02 1.995400000000000000e+05 6.847295137024198084e+02
1.358196393105847236e-02 2.004060000000000000e+05 6.860504372027182853e+02
1.363174372587309079e-02 1.998340000000000000e+05 6.862706765148075192e+02
1.368170597058850600e-02 2.002330000000000000e+05 6.854765986744605470e+02
1.373185133390907725e-02 1.998770000000000000e+05 6.839857150051394683e+02
1.378218048699008172e-02 1.997540000000000000e+05 6.822628578572683864e+02
1.383269410344664663e-02 2.002650000000000000e+05 6.807981780620223162e+02
1.388339285936282183e-02 1.998280000000000000e+05 6.799931082338727037e+02
1.393427743330057263e-02 2.003730000000000000e+05 6.801022871347580576e+02
