# Q I_noisy Sigma_stat Sigma_total
8.227947008880284741e-03 3.185935663659307693e+02 7.127729585430535586e-01 7.127729585430535586e-01
8.258103583873913772e-03 3.184128943387556774e+02 7.118611945124024842e-01 7.118611945124024842e-01
8.288370686926884931e-03 3.169377317826777585e+02 7.092406386088310200e-01 7.092406386088310200e-01
8.318748723139986201e-03 3.149932034040509734e+02 7.058548274849333337e-01 7.058548274849333337e-01
8.349238099098738042e-03 3.155570339131041351e+02 7.050713278687187335e-01 7.050713278687187335e-01
8.379839222878864707e-03 3.140026535512669739e+02 7.017576919259425061e-01 7.017576919259425061e-01
8.410552504051734338e-03 3.131319568798876958e+02 6.990980878908532592e-01 6.990980878908532592e-01
8.441378353689870176e-03 3.113444782705871035e+02 6.953586964176330376e-01 6.953586964176330376e-01
8.472317184372399335e-03 3.101816658378980947e+02 6.923128766861997851e-01 6.923128766861997851e-01
8.503369410190638605e-03 3.073405311422866362e+02 6.874371437533873808e-01 6.874371437533873808e-01
8.534535446753607410e-03 3.073247851811388500e+02 6.858083301378589125e-01 6.858083301378589125e-01
8.565815711193565038e-03 3.045880482193845182e+02 6.812771799907411108e-01 6.812771799907411108e-01
8.597210622171643293e-03 3.032734067985340971e+02 6.785217292468519457e-01 6.785217292468519457e-01
8.628720599883414957e-03 3.032826040646127126e+02 6.774867547917492461e-01 6.774867547917492461e-01
8.660346066064533374e-03 3.020060607770486172e+02 6.753060815144137363e-01 6.753060815144137363e-01
8.692087443996368568e-03 3.022970578938285939e+02 6.752060215221253880e-01 6.752060215221253880e-01
8.723945158511683257e-03 3.005738674264145516e+02 6.731950606242007584e-01 6.731950606242007584e-01
8.755919636000289788e-03 3.027115472809410903e+02 6.758200176768848211e-01 6.758200176768848211e-01
8.788011304414809419e-03 3.018948772892785541e+02 6.754020105840385924e-01 6.754020105840385924e-01
8.820220593276336188e-03 3.023675181110171479e+02 6.765931838180695435e-01 6.765931838180695435e-01
8.852547933680246506e-03 3.029453697907808305e+02 6.779609000849581291e-01 6.779609000849581291e-01
8.884993758301930680e-03 3.038510216811358191e+02 6.796422612797170526e-01 6.796422612797170526e-01
8.917558501402597301e-03 3.048200428054478834e+02 6.812424803645577009e-01 6.812424803645577009e-01
8.950242598835077626e-03 3.058624616893201846e+02 6.826980961600430664e-01 6.826980961600430664e-01
8.983046488049682005e-03 3.040953678005614051e+02 6.807441825189317619e-01 6.807441825189317619e-01
9.015970608100000797e-03 3.041816512787963234e+02 6.805759129779233030e-01 6.805759129779233030e-01
9.049015399648861410e-03 3.021006946175164103e+02 6.777017136985677981e-01 6.777017136985677981e-01
9.082181304974139627e-03 3.036255048176646483e+02 6.786100923793908501e-01 6.786100923793908501e-01
9.115468767974753070e-03 3.025242009458190751e+02 6.763581601310707514e-01 6.763581601310707514e-01
9.148878234176557531e-03 3.015196590896638895e+02 6.740364889870230636e-01 6.740364889870230636e-01
9.182410150738328294e-03 2.994824336444127084e+02 6.704311633579511653e-01 6.704311633579511653e-01
9.216064966457736263e-03 2.995545807958697537e+02 6.691088417923601872e-01 6.691088417923601872e-01
9.249843131777367444e-03 2.979966690795040449e+02 6.659413641093928637e-01 6.659413641093928637e-01
9.283745098790719893e-03 2.972887662190349261e+02 6.637497561838529014e-01 6.637497561838529014e-01
9.317771321248308203e-03 2.934636942584290864e+02 6.581425611737127257e-01 6.581425611737127257e-01
9.351922254563672585e-03 2.939245342536659678e+02 6.574456551277968464e-01 6.574456551277968464e-01
9.386198355819535405e-03 2.924715498922306551e+02 6.547659026273873195e-01 6.547659026273873195e-01
9.420600083773879654e-03 2.925938314673755940e+02 6.540635073300011815e-01 6.540635073300011815e-01
9.455127898866103747e-03 2.927517445120996626e+02 6.536770785776626624e-01 6.536770785776626624e-01
9.489782263223176320e-03 2.925871443703704813e+02 6.532655796087343258e-01 6.532655796087343258e-01
9.524563640665837869e-03 2.932674825394271920e+02 6.541685350319759173e-01 6.541685350319759173e-01
9.559472496714771159e-03 2.932391985416193165e+02 6.546496427771407722e-01 6.546496427771407722e-01
9.594509298596889599e-03 2.931585316802075454e+02 6.553897020411229013e-01 6.553897020411229013e-01
9.629674515251523265e-03 2.942967999826004188e+02 6.577158664102613628e-01 6.577158664102613628e-01
9.664968617336757578e-03 2.954961962345262805e+02 6.602133762499263758e-01 6.602133762499263758e-01
9.700392077235700863e-03 2.971172218770980180e+02 6.631568721415742607e-01 6.631568721415742607e-01
9.735945369062805679e-03 2.968993531306567775e+02 6.639070535862382494e-01 6.639070535862382494e-01
9.771628968670223112e-03 2.985431095821054441e+02 6.665087703635939054e-01 6.665087703635939054e-01
9.807443353654167473e-03 2.981698000627300189e+02 6.665729815716002760e-01 6.665729815716002760e-01
9.843389003361320902e-03 2.985632617662741382e+02 6.671858871914021494e-01 6.671858871914021494e-01
9.879466398895208473e-03 2.989043947548682354e+02 6.674367871172802724e-01 6.674367871172802724e-01
9.915676023122705143e-03 2.968614133521724625e+02 6.647452453240978443e-01 6.647452453240978443e-01
9.952018360680423004e-03 2.966922974273932709e+02 6.639106382340320689e-01 6.639106382340320689e-01
9.988493897981261596e-03 2.960968645211590911e+02 6.624057777018953486e-01 6.624057777018953486e-01
1.002510312322088537e-02 2.956061730088365493e+02 6.608732471726967983e-01 6.608732471726967983e-01
1.006184652638426706e-02 2.946592084862199385e+02 6.587364072656812786e-01 6.587364072656812786e-01
1.009872459925222586e-02 2.945709477012132425e+02 6.575162467602247984e-01 6.575162467602247984e-01
1.013573783540805233e-02 2.932457997420797255e+02 6.549222945715600375e-01 6.549222945715600375e-01
1.017288673024406218e-02 2.909356882475314592e+02 6.512785568880189446e-01 6.512785568880189446e-01
1.021017178096827668e-02 2.904126961411341199e+02 6.497237246430945801e-01 6.497237246430945801e-01
1.024759348661103200e-02 2.905042673162149072e+02 6.489856341854848276e-01 6.489856341854848276e-01
1.028515234803170295e-02 2.896937274497851718e+02 6.474205014895317856e-01 6.474205014895317856e-01
1.032284886792536084e-02 2.895180094115137308e+02 6.468146187339983699e-01 6.468146187339983699e-01
1.036068355082954764e-02 2.885225858420963050e+02 6.456211296658990184e-01 6.456211296658990184e-01
1.039865690313098411e-02 2.892385455895966970e+02 6.467360310720466909e-01 6.467360310720466909e-01
1.043676943307238723e-02 2.894462854087427104e+02 6.477026679136347331e-01 6.477026679136347331e-01
1.047502165075923919e-02 2.913265202348458729e+02 6.509248835514889198e-01 6.509248835514889198e-01
1.051341406816664638e-02 2.930099262257614328e+02 6.542176870183640247e-01 6.542176870183640247e-01
1.055194719914615518e-02 2.935989964705737520e+02 6.564449549251323290e-01 6.564449549251323290e-01
1.059062155943267351e-02 2.948202872774440948e+02 6.593882313886364477e-01 6.593882313886364477e-01
1.062943766665132468e-02 2.958213643720100663e+02 6.619600873044207967e-01 6.619600873044207967e-01
1.066839604032442448e-02 2.970522319287941855e+02 6.645563581030501377e-01 6.645563581030501377e-01
1.070749720187838712e-02 2.989296685402802041e+02 6.675697826237352306e-01 6.675697826237352306e-01
1.074674167465075256e-02 2.994206130344903727e+02 6.686945072116058375e-01 6.686945072116058375e-01
1.078612998389714105e-02 2.975103088126415969e+02 6.667970296787193440e-01 6.667970296787193440e-01
1.082566265679832905e-02 2.986248527732859088e+02 6.679793042564821093e-01 6.679793042564821093e-01
1.086534022246726447e-02 2.978328174297752753e+02 6.667683527109623531e-01 6.667683527109623531e-01
1.090516321195618941e-02 2.977882126941806291e+02 6.661828673418110913e-01 6.661828673418110913e-01
1.094513215826370400e-02 2.990036679570987417e+02 6.668393769684178851e-01 6.668393769684178851e-01
1.098524759634194811e-02 2.966633426910498201e+02 6.634091582423492506e-01 6.634091582423492506e-01
1.102551006310370854e-02 2.948801082297756579e+02 6.605355345971173353e-01 6.605355345971173353e-01
1.106592009742965801e-02 2.959133941572605977e+02 6.608025312810178464e-01 6.608025312810178464e-01
1.110647824017551785e-02 2.952310027337456972e+02 6.591850093033205793e-01 6.591850093033205793e-01
1.114718503417934034e-02 2.940616337876997477e+02 6.570885679241748045e-01 6.570885679241748045e-01
1.118804102426875467e-02 2.942097083293128890e+02 6.565545564202270867e-01 6.565545564202270867e-01
1.122904675726823891e-02 2.939842208516349729e+02 6.557363112190041088e-01 6.557363112190041088e-01
1.127020278200648734e-02 2.912047112101305402e+02 6.522698663909711758e-01 6.522698663909711758e-01
1.131150964932370155e-02 2.914753628502944025e+02 6.525177183688422033e-01 6.525177183688422033e-01
1.135296791207901154e-02 2.916002445823160087e+02 6.530051329700563567e-01 6.530051329700563567e-01
1.139457812515783444e-02 2.933998258121227423e+02 6.558291770554213196e-01 6.558291770554213196e-01
1.143634084547933902e-02 2.944489227952789179e+02 6.582679401938382746e-01 6.582679401938382746e-01
1.147825663200385989e-02 2.949961585681222118e+02 6.605138390139344562e-01 6.605138390139344562e-01
1.152032604574042100e-02 2.973643061805288994e+02 6.650199120075122039e-01 6.650199120075122039e-01
1.156254964975420192e-02 2.992929626175669000e+02 6.690838656812910790e-01 6.690838656812910790e-01
1.160492800917411332e-02 2.999468134002348165e+02 6.716053819299594441e-01 6.716053819299594441e-01
1.164746169120032225e-02 3.021625487311481493e+02 6.756239078439695289e-01 6.756239078439695289e-01
1.169015126511188836e-02 3.032539177108519084e+02 6.780455229372319703e-01 6.780455229372319703e-01
1.173299730227433252e-02 3.042169947865928066e+02 6.799422759533857441e-01 6.799422759533857441e-01
1.177600037614733551e-02 3.033754811639007016e+02 6.794391593118853656e-01 6.794391593118853656e-01
1.181916106229236041e-02 3.038848426643857579e+02 6.800991093622155148e-01 6.800991093622155148e-01
1.186247993838041200e-02 3.027855199671406012e+02 6.786627478757703003e-01 6.786627478757703003e-01
1.190595758419971291e-02 3.038206892564402892e+02 6.793790003477200301e-01 6.793790003477200301e-01
1.194959458166351858e-02 3.047782174924091692e+02 6.798192506972973170e-01 6.798192506972973170e-01
1.199339151481784715e-02 3.032972928002141657e+02 6.773978886413694056e-01 6.773978886413694056e-01
1.203734896984935687e-02 3.014711539741380193e+02 6.744979414248991612e-01 6.744979414248991612e-01
1.208146753509313498e-02 3.024182652737645185e+02 6.746576734804149433e-01 6.746576734804149433e-01
1.212574780104062368e-02 3.000091310407755714e+02 6.710774073713990928e-01 6.710774073713990928e-01
1.217019036034747669e-02 3.003923162670926104e+02 6.706539078041816593e-01 6.706539078041816593e-01
1.221479580784153376e-02 2.985390366900655863e+02 6.677789934315152554e-01 6.677789934315152554e-01
1.225956474053074147e-02 2.980296141243983925e+02 6.664711289439781972e-01 6.664711289439781972e-01
1.230449775761118490e-02 2.976484420907572712e+02 6.654324032422778146e-01 6.654324032422778146e-01
1.234959546047506573e-02 2.968487261865028017e+02 6.641659043371299642e-01 6.641659043371299642e-01
1.239485845271879119e-02 2.977282529677897855e+02 6.651555329110986348e-01 6.651555329110986348e-01
1.244028734015101452e-02 2.972382826907594904e+02 6.650990907507434713e-01 6.650990907507434713e-01
1.248588273080078297e-02 2.978760441999756381e+02 6.668133266282966209e-01 6.668133266282966209e-01
1.253164523492563374e-02 3.000576074621293969e+02 6.706927165317064787e-01 6.706927165317064787e-01
1.257757546501980621e-02 3.018194332927760115e+02 6.743882222773895929e-01 6.743882222773895929e-01
1.262367403582238985e-02 3.046496766550378652e+02 6.793635547569893962e-01 6.793635547569893962e-01
1.266994156432560241e-02 3.050197805312610626e+02 6.814778693785656927e-01 6.814778693785656927e-01
1.271637866978302112e-02 3.052473854342458139e+02 6.831467909025902285e-01 6.831467909025902285e-01
1.276298597371785387e-02 3.074295016924862693e+02 6.866064012448448439e-01 6.866064012448448439e-01
1.280976409993130408e-02 3.069850511401321569e+02 6.866866941488023457e-01 6.866866941488023457e-01
1.285671367451087302e-02 3.075701951052852223e+02 6.874746472270850672e-01 6.874746472270850672e-01
1.290383532583877849e-02 3.078400020779520787e+02 6.875026287450654028e-01 6.875026287450654028e-01
1.295112968460032481e-02 3.076985120756245919e+02 6.867243962126985402e-01 6.867243962126985402e-01
1.299859738379239259e-02 3.071435687998543926e+02 6.852094706214303388e-01 6.852094706214303388e-01
1.304623905873185559e-02 3.046968902557822503e+02 6.813706567601706121e-01 6.813706567601706121e-01
1.309405534706414159e-02 3.037801060093358387e+02 6.790743670376430119e-01 6.790743670376430119e-01
1.314204688877171172e-02 3.032940131120017782e+02 6.771305295107064026e-01 6.771305295107064026e-01
1.319021432618267507e-02 3.003632928168654530e+02 6.723744425959610194e-01 6.723744425959610194e-01
1.323855830397934093e-02 2.996338008549781762e+02 6.700534782253385613e-01 6.700534782253385613e-01
1.328707946920689234e-02 2.984627208096979984e+02 6.672444936091448398e-01 6.672444936091448398e-01
1.333577847128199732e-02 2.965716660023867917e+02 6.636290699199739462e-01 6.636290699199739462e-01
1.338465596200155705e-02 2.944496735695409484e+02 6.597352366021085324e-01 6.597352366021085324e-01
1.343371259555136733e-02 2.956652676149881813e+02 6.595860073169432791e-01 6.595860073169432791e-01
1.348294902851493796e-02 2.932294046063276483e+02 6.554842659097118718e-01 6.554842659097118718e-01
1.353236591988221660e-02 2.914143410016924349e+02 6.523729368538780937e-01 6.523729368538780937e-01
1.358196393105847236e-02 2.921155488467138071e+02 6.525282441228477115e-01 6.525282441228477115e-01
1.363174372587309079e-02 2.911883121902385483e+02 6.513872421321633688e-01 6.513872421321633688e-01
1.368170597058850600e-02 2.921077107332333185e+02 6.527925569707525577e-01 6.527925569707525577e-01
1.373185133390907725e-02 2.922239392068270263e+02 6.536336159682194502e-01 6.536336159682194502e-01
1.378218048699008172e-02 2.927815836660848845e+02 6.550825233498092093e-01 6.550825233498092093e-01
1.383269410344664663e-02 2.941620680743881167e+02 6.573310429581554759e-01 6.573310429581554759e-01
1.388339285936282183e-02 2.938676842166941015e+02 6.573908571694854208e-01 6.573908571694854208e-01
1.393427743330057263e-02 2.946218587856290014e+02 6.581810359821373968e-01 6.581810359821373968e-01
1.398534850630891481e-02 2.939097133095307868e+02 6.568360141472009417e-01 6.568360141472009417e-01
1.403660676193297513e-02 2.927469061996767437e+02 6.544923641739959219e-01 6.544923641739959219e-01
1.408805288622320094e-02 2.910783105534599144e+02 6.511330229801300939e-01 6.511330229801300939e-01
1.413968756774447791e-02 2.890812397576205512e+02 6.470316093223065224e-01 6.470316093223065224e-01
1.419151149758540731e-02 2.884877254423499267e+02 6.442106749568849988e-01 6.442106749568849988e-01
1.424352536936750006e-02 2.871169176492271049e+02 6.403024211516115116e-01 6.403024211516115116e-01
1.429572987925451302e-02 2.830566568070394169e+02 6.332205232484197088e-01 6.332205232484197088e-01
1.434812572596171586e-02 2.818429170945176452e+02 6.291794897906323181e-01 6.291794897906323181e-01
1.440071361076528979e-02 2.787311802054363170e+02 6.229193549076690317e-01 6.229193549076690317e-01
1.445349423751166734e-02 2.765332507230924648e+02 6.176341906602015319e-01 6.176341906602015319e-01
1.450646831262699700e-02 2.741100995824499478e+02 6.120908251861190141e-01 6.120908251861190141e-01
1.455963654512657662e-02 2.698049410924425615e+02 6.044274715329546188e-01 6.044274715329546188e-01
1.461299964662432331e-02 2.678236158180041002e+02 5.993004640789793003e-01 5.993004640789793003e-01
1.466655833134234733e-02 2.653878764911723920e+02 5.935841372383015013e-01 5.935841372383015013e-01
1.472031331612045323e-02 2.633216488555442538e+02 5.882847050003846556e-01 5.882847050003846556e-01
1.477426532042579524e-02 2.601342825225862043e+02 5.819194857165589374e-01 5.819194857165589374e-01
1.482841506636244089e-02 2.587491622574144685e+02 5.779525339364749437e-01 5.779525339364749437e-01
1.488276327868110448e-02 2.562018533528585067e+02 5.731857616169336866e-01 5.731857616169336866e-01
1.493731068478878175e-02 2.549510668724246898e+02 5.703603285736570383e-01 5.703603285736570383e-01
1.499205801475854589e-02 2.544535107175642850e+02 5.687478934022247579e-01 5.687478934022247579e-01
1.504700600133925675e-02 2.534160436944995354e+02 5.666965872819933470e-01 5.666965872819933470e-01
1.510215537996543837e-02 2.524586166627361763e+02 5.646586346784289168e-01 5.646586346784289168e-01
1.515750688876705068e-02 2.511169991823309715e+02 5.619081539491649346e-01 5.619081539491649346e-01
1.521306126857943121e-02 2.499813956617649637e+02 5.589809836477632743e-01 5.589809836477632743e-01
1.526881926295315522e-02 2.495721926984025743e+02 5.564116791624513780e-01 5.564116791624513780e-01
1.532478161816404512e-02 2.469603762384212189e+02 5.509393664692074921e-01 5.509393664692074921e-01
1.538094908322309648e-02 2.430747646525878736e+02 5.436472346924658972e-01 5.436472346924658972e-01
1.543732240988656725e-02 2.395538652609239136e+02 5.364478858471531941e-01 5.364478858471531941e-01
1.549390235266597318e-02 2.373867032190190116e+02 5.305462727996997918e-01 5.305462727996997918e-01
1.555068966883825336e-02 2.334474146465562967e+02 5.225218412597707474e-01 5.225218412597707474e-01
1.560768511845584371e-02 2.307588736044414190e+02 5.157991393670834368e-01 5.157991393670834368e-01
1.566488946435690491e-02 2.265817853051499355e+02 5.073389149431380973e-01 5.073389149431380973e-01
1.572230347217547577e-02 2.239052007983266037e+02 5.005108642870815805e-01 5.005108642870815805e-01
1.577992791035178616e-02 2.194985369802467687e+02 4.917426915923269748e-01 4.917426915923269748e-01
1.583776355014247100e-02 2.170707198866535350e+02 4.852284246496831321e-01 4.852284246496831321e-01
1.589581116563095961e-02 2.135222445191849943e+02 4.775039756725375506e-01 4.775039756725375506e-01
1.595407153373777989e-02 2.100696341305901456e+02 4.698709643643578238e-01 4.698709643643578238e-01
1.601254543423100488e-02 2.066893119536383949e+02 4.622383811762516004e-01 4.622383811762516004e-01
1.607123364973664370e-02 2.029941483762375469e+02 4.542040434452078723e-01 4.542040434452078723e-01
1.613013696574916098e-02 1.993470027053585909e+02 4.463295861745529280e-01 4.463295861745529280e-01
1.618925617064194758e-02 1.964609912662512272e+02 4.396134676598762447e-01 4.396134676598762447e-01
1.624859205567791634e-02 1.938007629183355220e+02 4.335956461624838609e-01 4.335956461624838609e-01
1.630814541502003875e-02 1.915759383017282573e+02 4.285407691012444453e-01 4.285407691012444453e-01
1.636791704574203782e-02 1.893717015220823328e+02 4.239071257195007880e-01 4.239071257195007880e-01
1.642790774783899413e-02 1.876642795696247106e+02 4.200619216603438399e-01 4.200619216603438399e-01
1.648811832423810464e-02 1.860145037211680403e+02 4.163044593577996388e-01 4.163044593577996388e-01
1.654854958080938937e-02 1.840328527388738280e+02 4.120129315885398547e-01 4.120129315885398547e-01
1.660920232637650221e-02 1.824789337109912140e+02 4.079241560482644302e-01 4.079241560482644302e-01
1.667007737272756251e-02 1.800437660399848596e+02 4.025367672018699827e-01 4.025367672018699827e-01
1.673117553462597287e-02 1.776974986869121835e+02 3.969489186209945730e-01 3.969489186209945730e-01
1.679249762982139293e-02 1.746011224799481454e+02 3.902668291322250460e-01 3.902668291322250460e-01
1.685404447906061962e-02 1.716511075295518083e+02 3.835599379755809668e-01 3.835599379755809668e-01
1.691581690609862687e-02 1.677261914765027484e+02 3.756571647622417576e-01 3.756571647622417576e-01
1.697781573770954303e-02 1.651248364368607895e+02 3.692017470196339302e-01 3.692017470196339302e-01
1.704004180369776342e-02 1.622643790603338516e+02 3.624601348187222460e-01 3.624601348187222460e-01
1.710249593690900405e-02 1.587499684214283491e+02 3.549996841037240114e-01 3.549996841037240114e-01
1.716517897324150790e-02 1.562678827799111616e+02 3.487114812909453687e-01 3.487114812909453687e-01
1.722809175165716453e-02 1.528439455864759395e+02 3.414171209005797958e-01 3.414171209005797958e-01
1.729123511419282042e-02 1.492372317499567487e+02 3.340011526456844737e-01 3.340011526456844737e-01
1.735460990597146105e-02 1.464368269566488721e+02 3.275835907265854940e-01 3.275835907265854940e-01
1.741821697521360110e-02 1.434818237579463869e+02 3.210438578306365476e-01 3.210438578306365476e-01
1.748205717324857397e-02 1.406123350820895723e+02 3.145658336370003583e-01 3.145658336370003583e-01
1.754613135452598102e-02 1.377380359271956536e+02 3.080193344082050588e-01 3.080193344082050588e-01
1.761044037662706785e-02 1.345460128079781157e+02 3.011515648906199494e-01 3.011515648906199494e-01
1.767498510027627409e-02 1.323064195358886082e+02 2.955566442179025088e-01 2.955566442179025088e-01
1.773976638935267913e-02 1.296033095746264792e+02 2.897902189408794738e-01 2.897902189408794738e-01
1.780478511090162475e-02 1.275795149136717299e+02 2.851795233232627402e-01 2.851795233232627402e-01
1.787004213514627529e-02 1.257554079791263604e+02 2.811540652762680170e-01 2.811540652762680170e-01
1.793553833549930629e-02 1.243429280268954642e+02 2.778399608831751966e-01 2.778399608831751966e-01
1.800127458857454787e-02 1.228470701109572474e+02 2.745221909434920615e-01 2.745221909434920615e-01
1.806725177419877398e-02 1.212282646229856198e+02 2.710035114040529325e-01 2.710035114040529325e-01
1.813347077542340133e-02 1.193852147073828291e+02 2.670743340852382852e-01 2.670743340852382852e-01
1.819993247853640694e-02 1.179128248360299693e+02 2.633656295683820536e-01 2.633656295683820536e-01
1.826663777307408962e-02 1.156339081219180258e+02 2.585723899030714090e-01 2.585723899030714090e-01
1.833358755183306030e-02 1.134886296023731234e+02 2.537790763041481434e-01 2.537790763041481434e-01
1.840078271088212147e-02 1.110553252044567216e+02 2.485591459931201230e-01 2.485591459931201230e-01
1.846822414957432698e-02 1.093191555341926318e+02 2.440725265407955036e-01 2.440725265407955036e-01
1.853591277055894465e-02 1.074220834272468323e+02 2.394196646035788301e-01 2.394196646035788301e-01
1.860384947979362019e-02 1.040007578651211304e+02 2.331099803486056943e-01 2.331099803486056943e-01
1.867203518655642658e-02 1.024889846149193602e+02 2.289783595471241717e-01 2.289783595471241717e-01
1.874047080345809732e-02 1.004731676133658738e+02 2.243190869576445201e-01 2.243190869576445201e-01
1.880915724645417647e-02 9.793261079166057925e+01 2.191204198872774567e-01 2.191204198872774567e-01
1.887809543485735597e-02 9.621111536154342048e+01 2.149101302745018705e-01 2.149101302745018705e-01
1.894728629134969158e-02 9.428013289342938208e+01 2.105616346872295208e-01 2.105616346872295208e-01
1.901673074199503391e-02 9.217843936746157851e+01 2.060961327144213706e-01 2.060961327144213706e-01
1.908642971625137963e-02 9.017924353676487215e+01 2.017382259178749915e-01 2.017382259178749915e-01
1.915638414698329559e-02 8.857684941174341020e+01 1.977521481700245942e-01 1.977521481700245942e-01
1.922659497047446431e-02 8.622242368424888070e+01 1.928932589388261953e-01 1.928932589388261953e-01
1.929706312644013586e-02 8.421472838539713734e+01 1.885197023365388636e-01 1.885197023365388636e-01
1.936778955803979477e-02 8.265383877126045320e+01 1.848727606551763825e-01 1.848727606551763825e-01
1.943877521188969171e-02 8.116447391960087998e+01 1.815946364933488655e-01 1.815946364933488655e-01
1.951002103807560062e-02 8.002481536299788445e+01 1.789892606648329498e-01 1.789892606648329498e-01
1.958152799016545098e-02 7.887736384371042675e+01 1.765929325227207913e-01 1.765929325227207913e-01
1.965329702522217170e-02 7.860573743119866208e+01 1.752820376873480135e-01 1.752820376873480135e-01
1.972532910381642399e-02 7.714074112001343053e+01 1.726218878606022578e-01 1.726218878606022578e-01
1.979762519003952850e-02 7.622155230623555155e+01 1.704723752658098279e-01 1.704723752658098279e-01
1.987018625151630580e-02 7.502645991484438071e+01 1.678864463302863208e-01 1.678864463302863208e-01
1.994301325941807979e-02 7.378992854179627159e+01 1.651318678139207241e-01 1.651318678139207241e-01
2.001610718847563267e-02 7.285270637239548819e+01 1.626131920366865047e-01 1.626131920366865047e-01
2.008946901699228821e-02 7.127590783892661364e+01 1.593124703577293300e-01 1.593124703577293300e-01
2.016309972685700197e-02 7.021054700362252277e+01 1.565519680779053346e-01 1.565519680779053346e-01
2.023700030355742724e-02 6.846568969795210080e+01 1.530484111595642738e-01 1.530484111595642738e-01
2.031117173619323424e-02 6.688251764107242536e+01 1.497723084046760633e-01 1.497723084046760633e-01
2.038561501748924892e-02 6.578109950145278617e+01 1.470781413455424513e-01 1.470781413455424513e-01
2.046033114380881035e-02 6.443867252589296868e+01 1.441418735367424042e-01 1.441418735367424042e-01
2.053532111516699274e-02 6.345807815463493995e+01 1.416383219802252735e-01 1.416383219802252735e-01
2.061058593524412938e-02 6.178209236785426128e+01 1.384017724652358838e-01 1.384017724652358838e-01
2.068612661139916653e-02 6.079040214752875215e+01 1.360001690172618627e-01 1.360001690172618627e-01
2.076194415468318039e-02 5.976262610395250618e+01 1.336299537752551614e-01 1.336299537752551614e-01
2.083803957985282465e-02 5.869465033979709290e+01 1.312258736862796371e-01 1.312258736862796371e-01
2.091441390538404527e-02 5.764354972384236930e+01 1.287713344467667498e-01 1.287713344467667498e-01
2.099106815348562166e-02 5.631173378266682761e+01 1.259275689672286203e-01 1.259275689672286203e-01
2.106800335011288841e-02 5.519766892181645801e+01 1.233409721192950809e-01 1.233409721192950809e-01
2.114522052498139446e-02 5.410646435450644987e+01 1.209104889516865178e-01 1.209104889516865178e-01
2.122272071158079823e-02 5.330566032766997608e+01 1.190045278800655471e-01 1.190045278800655471e-01
2.130050494718862403e-02 5.233721366661921337e+01 1.171200777446404356e-01 1.171200777446404356e-01
2.137857427288417794e-02 5.195931183137817300e+01 1.160725972554808860e-01 1.160725972554808860e-01
2.145692973356241179e-02 5.135079206270746965e+01 1.148715433371384903e-01 1.148715433371384903e-01
2.153557237794801946e-02 5.088430076413057179e+01 1.138354096128922494e-01 1.138354096128922494e-01
2.161450325860940491e-02 5.033854912362033218e+01 1.126435229836993401e-01 1.126435229836993401e-01
2.169372343197277161e-02 4.987075581215618314e+01 1.114439340748043239e-01 1.114439340748043239e-01
2.177323395833630215e-02 4.916094542400341538e+01 1.098816243903634748e-01 1.098816243903634748e-01
2.185303590188425460e-02 4.841032396437172025e+01 1.082003663622295164e-01 1.082003663622295164e-01
2.193313033070132950e-02 4.748773584173773799e+01 1.062751140608781120e-01 1.062751140608781120e-01
2.201351831678689461e-02 4.667356683524818095e+01 1.044425843259563641e-01 1.044425843259563641e-01
2.209420093606936225e-02 4.595295048149107942e+01 1.027205422902176812e-01 1.027205422902176812e-01
2.217517926842050083e-02 4.511785985190076786e+01 1.009080468669166925e-01 1.009080468669166925e-01
2.225645439767003769e-02 4.441729334805076945e+01 9.928509547285999104e-02 9.928509547285999104e-02
2.233802741162005737e-02 4.366894668926111933e+01 9.762794173273327270e-02 9.762794173273327270e-02
2.241989940205961832e-02 4.299610293699203822e+01 9.606634647482199807e-02 9.606634647482199807e-02
2.250207146477926218e-02 4.211494420259398197e+01 9.429335905917168859e-02 9.429335905917168859e-02
2.258454469958583177e-02 4.150431501784895971e+01 9.286662035622721134e-02 9.286662035622721134e-02
2.266732021031709482e-02 4.095593576625013554e+01 9.157247312601198008e-02 9.157247312601198008e-02
2.275039910485655154e-02 4.029984206511639400e+01 9.018739600460524974e-02 9.018739600460524974e-02
2.283378249514819019e-02 3.972712521831203247e+01 8.884099283404418845e-02 8.884099283404418845e-02
2.291747149721149596e-02 3.916760383404230339e+01 8.741375109900399731e-02 8.741375109900399731e-02
2.300146723115629316e-02 3.818988996827300042e+01 8.547771585604269085e-02 8.547771585604269085e-02
2.308577082119779578e-02 3.766392348385155486e+01 8.410856307464298354e-02 8.410856307464298354e-02
2.317038339567154687e-02 3.692323501757802973e+01 8.263892626567514998e-02 8.263892626567514998e-02
2.325530608704867372e-02 3.678052200667564620e+01 8.199567581799353799e-02 8.199567581799353799e-02
2.334054003195094179e-02 3.614739369997219853e+01 8.094853015028181942e-02 8.094853015028181942e-02
2.342608637116601333e-02 3.609675310735976694e+01 8.065251369462768383e-02 8.065251369462768383e-02
2.351194624966263316e-02 3.581523253685097785e+01 8.011935254604897472e-02 8.011935254604897472e-02
2.359812081660608157e-02 3.564514178985370307e+01 7.966255108967300325e-02 7.966255108967300325e-02
2.368461122537347113e-02 3.524929635902849157e+01 7.887604203300756234e-02 7.887604203300756234e-02
2.377141863356922735e-02 3.490441878188343594e+01 7.807012534872136145e-02 7.807012534872136145e-02
